SaleID,Invoice ID,CustomerID,ProductID,Quantity,Tax 5%,Total,cogs,gross income,Rating
288,226-71-3580,6809895645874246465,-4599232468646597785,9,10.6875,224.4375,213.75,10.6875,9.5
289,283-79-9594,6809895645874246465,4590512142454365174,7,16.9785,356.5485,339.57,16.9785,5.2
290,430-60-3493,1792274006348302037,3791294580064252475,7,33.208,697.368,664.16,33.208,4.2
291,139-20-0155,-149253993290514649,6976907430743520452,10,20.15,423.15,403.0,20.15,7.0
292,558-80-4082,-2177661642399427046,-3490957506111895084,7,9.7475,204.6975,194.95,9.7475,6.0
293,278-97-7759,1792274006348302037,-7652653219682008324,1,3.124,65.604,62.48,3.124,4.7
294,316-68-6352,1792274006348302037,-6672599194301180698,2,3.636,76.356,72.72,3.636,7.1
295,585-03-5943,-2177661642399427046,-3102328258510219692,10,9.055,190.155,181.1,9.055,5.9
296,211-05-0490,1792274006348302037,1351200854334473621,5,12.98,272.58,259.6,12.98,7.5
297,727-75-6477,-2177661642399427046,3185760336510932249,4,5.768,121.128,115.36,5.768,6.4
298,744-02-5987,-149253993290514649,7168871714917713500,6,23.514,493.794,470.28,23.514,5.8
299,307-83-9164,-149253993290514649,-8366437905825771506,4,12.002,252.042,240.04,12.002,4.5
300,779-06-0012,1792274006348302037,8374184283049212911,1,4.4305,93.0405,88.61,4.4305,7.7
301,446-47-6729,-2177661642399427046,-4256285377507884698,2,9.982,209.622,199.64,9.982,6.7
302,573-10-3877,-149253993290514649,-3265248685793389207,1,1.9505,40.9605,39.01,1.9505,4.7
303,735-06-4124,-2177661642399427046,-1631075606424143761,1,2.4305,51.0405,48.61,2.4305,4.4
304,439-54-7422,6809895645874246465,5125045977921479897,4,10.238,214.998,204.76,10.238,4.7
305,396-90-2219,6809895645874246465,3792366508215700237,8,5.984,125.664,119.68,5.984,8.6
306,411-77-0180,-149253993290514649,-5804795891021362963,7,25.27,530.67,505.4,25.27,4.3
307,286-01-5402,6809895645874246465,-9024995645756569993,7,14.0805,295.6905,281.61,14.0805,9.6
308,803-17-8013,1792274006348302037,5110079277750654365,8,35.516,745.836,710.32,35.516,4.1
309,512-98-1403,1792274006348302037,-5816908077305775540,3,3.972,83.412,79.44,3.972,4.7
310,848-42-2560,6809895645874246465,-7180694388823247956,2,8.191,172.011,163.82,8.191,7.8
311,532-59-7201,-149253993290514649,-4078714811606951586,6,23.979,503.559,479.58,23.979,5.5
312,181-94-6432,-149253993290514649,-7885622372827436078,2,6.933,145.593,138.66,6.933,9.7
313,870-76-1733,1792274006348302037,-3523697659775007563,5,3.5575,74.7075,71.15,3.5575,4.4
314,423-64-4619,1792274006348302037,3497305294786171445,9,6.9975,146.9475,139.95,6.9975,5.0
315,227-07-4446,1792274006348302037,-5904113680336678302,10,39.065,820.365,781.3,39.065,4.4
316,174-36-3675,-149253993290514649,-7526355958873460714,2,9.937,208.677,198.74,9.937,5.2
317,428-83-5800,1792274006348302037,-4361240602836014954,3,3.162,66.402,63.24,3.162,7.3
318,603-07-0961,-149253993290514649,-8877648582931583128,5,18.6975,392.6475,373.95,18.6975,4.9
319,704-20-4138,1792274006348302037,274029461850429329,7,10.3845,218.0745,207.69,10.3845,8.1
320,787-15-1757,-149253993290514649,-4281224249536361947,4,8.814,185.094,176.28,8.814,8.4
321,649-11-3678,6809895645874246465,-2979716520932807576,9,10.3185,216.6885,206.37,10.3185,5.5
322,622-20-1945,6809895645874246465,-4644361546086287633,1,1.971,41.391,39.42,1.971,8.4
323,372-94-8041,-2177661642399427046,1379955021333415056,6,4.578,96.138,91.56,4.578,9.8
324,563-91-7120,6809895645874246465,4842081801435978223,5,15.4425,324.2925,308.85,15.4425,6.7
325,746-54-5508,-2177661642399427046,4901984543833445891,6,6.456,135.576,129.12,6.456,9.4
326,276-54-0879,-2177661642399427046,-6421306276480369598,4,19.548,410.508,390.96,19.548,6.4
327,815-11-1168,-149253993290514649,2451044412460270399,5,24.945,523.845,498.9,24.945,5.4
328,719-76-3868,-149253993290514649,2344707591842411596,4,18.852,395.892,377.04,18.852,8.6
329,730-61-8757,-149253993290514649,-3682633086150032628,4,10.226,214.746,204.52,10.226,4.0
330,340-66-0321,-149253993290514649,1791738968350077307,4,7.272,152.712,145.44,7.272,7.6
331,868-81-1752,-2177661642399427046,3064277431250992476,9,9.909,208.089,198.18,9.909,6.8
332,634-97-8956,-2177661642399427046,2974777245349733372,3,4.935,103.635,98.7,4.935,9.1
333,566-71-1091,-2177661642399427046,-1018158428139391119,5,19.255,404.355,385.1,19.255,5.5
334,442-48-3607,-149253993290514649,-6604381555129271110,2,2.348,49.308,46.96,2.348,7.9
335,835-16-0096,-149253993290514649,64561842951798754,5,3.675,77.175,73.5,3.675,8.5
336,527-09-6272,1792274006348302037,2476033546428293428,5,7.1125,149.3625,142.25,7.1125,9.1
337,898-04-2717,-2177661642399427046,-4786335613587414344,9,34.38,721.98,687.6,34.38,7.5
338,692-27-8933,6809895645874246465,-6378560481915404222,6,17.385,365.085,347.7,17.385,5.2
339,633-09-3463,6809895645874246465,-3939930940618554089,3,7.1475,150.0975,142.95,7.1475,9.5
340,374-17-3652,1792274006348302037,-662385075104377726,9,19.269,404.649,385.38,19.269,8.9
341,378-07-7001,-149253993290514649,664627777910795065,3,7.2135,151.4835,144.27,7.2135,7.8
342,433-75-6987,1792274006348302037,-5476311882837953437,7,19.5895,411.3795,391.79,19.5895,8.9
343,873-95-4984,1792274006348302037,-829018981658599656,7,26.915,565.215,538.3,26.915,7.7
344,416-13-5917,6809895645874246465,-258993389348749548,5,24.2575,509.4075,485.15,24.2575,9.3
345,150-89-8043,-2177661642399427046,-4762152895929767300,3,6.6975,140.6475,133.95,6.6975,6.2
346,135-84-8019,6809895645874246465,3388278114594269012,9,35.0685,736.4385,701.37,35.0685,7.6
347,441-94-7118,-149253993290514649,-6818608189459275372,1,3.5975,75.5475,71.95,3.5975,7.3
348,725-96-3778,1792274006348302037,-3950663319155419347,8,35.7,749.7,714.0,35.7,4.7
349,531-80-1784,-2177661642399427046,4417292769960022456,7,9.107,191.247,182.14,9.107,5.1
350,400-45-1220,6809895645874246465,-7731018295803815286,10,6.75,141.75,135.0,6.75,4.8
351,860-79-0874,1792274006348302037,-3422562753733877214,10,49.65,1042.65,993.0,49.65,6.6
352,834-61-8124,-2177661642399427046,-4976350227103619879,7,18.0915,379.9215,361.83,18.0915,5.5
353,115-99-4379,1792274006348302037,-4935579854408810420,7,19.1555,402.2655,383.11,19.1555,8.5
354,565-67-6697,-149253993290514649,-887080099347898027,9,12.15,255.15,243.0,12.15,4.8
355,320-49-6392,6809895645874246465,2676566943834291403,1,1.512,31.752,30.24,1.512,8.4
356,889-04-9723,1792274006348302037,5316718163720223363,4,17.828,374.388,356.56,17.828,7.8
357,632-90-0281,6809895645874246465,7986368334758095946,10,18.775,394.275,375.5,18.775,9.3
358,554-42-2417,6809895645874246465,8069091777367961865,10,47.72,1002.12,954.4,47.72,5.2
359,453-63-6187,-2177661642399427046,-8466237036938203813,3,4.125,86.625,82.5,4.125,6.5
360,578-80-7669,-2177661642399427046,4676186253990100293,1,3.7485,78.7185,74.97,3.7485,5.6
361,612-36-5536,-149253993290514649,2655581934027663568,8,32.384,680.064,647.68,32.384,7.4
362,605-72-4132,6809895645874246465,6318539387223608963,8,37.788,793.548,755.76,37.788,9.1
363,471-41-2823,-2177661642399427046,4951740008313962814,2,9.979,209.559,199.58,9.979,8.0
364,462-67-9126,-2177661642399427046,3049921795912565636,6,21.966,461.286,439.32,21.966,7.2
365,272-27-9238,6809895645874246465,18089183686838488,4,8.248,173.208,164.96,8.248,7.1
366,834-25-9262,6809895645874246465,5070573596888870826,4,16.336,343.056,326.72,16.336,9.1
367,122-61-9553,6809895645874246465,-772559265471469284,9,23.094,484.974,461.88,23.094,5.6
368,468-88-0009,-149253993290514649,6159858222558251790,4,13.188,276.948,263.76,13.188,6.0
369,613-59-9758,6809895645874246465,8968591916329844605,10,7.18,150.78,143.6,7.18,5.4
370,254-31-0042,-149253993290514649,-1865550546706885037,9,9.675,203.175,193.5,9.675,7.8
371,201-86-2184,1792274006348302037,1756951222184518166,7,9.191,193.011,183.82,9.191,9.9
372,261-12-8671,6809895645874246465,1837314025432821129,2,6.096,128.016,121.92,6.096,4.9
373,730-70-9830,6809895645874246465,-3911191999951811611,6,21.033,441.693,420.66,21.033,5.2
374,382-25-8917,-2177661642399427046,-6097294986139256516,6,12.624,265.104,252.48,12.624,8.9
375,422-29-8786,6809895645874246465,1544028392259715357,5,16.7725,352.2225,335.45,16.7725,9.1
376,667-23-5919,1792274006348302037,462366914939889794,5,24.175,507.675,483.5,24.175,7.0
377,843-01-4703,1792274006348302037,6472091462496810564,9,15.921,334.341,318.42,15.921,9.6
378,743-88-1662,-2177661642399427046,-785996209604937705,7,33.4215,701.8515,668.43,33.4215,8.7
379,595-86-2894,-149253993290514649,4980859298039940549,4,19.396,407.316,387.92,19.396,9.4
380,182-69-8360,6809895645874246465,-1279272864703807995,4,4.73,99.33,94.6,4.73,4.0
381,289-15-7034,-149253993290514649,8877888400460667404,4,16.466,345.786,329.32,16.466,7.5
382,462-78-5240,6809895645874246465,6710129976286794269,2,2.661,55.881,53.22,2.661,4.2
383,868-52-7573,6809895645874246465,-2962932373525307153,5,24.9225,523.3725,498.45,24.9225,9.9
384,153-58-4872,1792274006348302037,-5204703860744393866,4,14.978,314.538,299.56,14.978,4.2
385,662-72-2873,6809895645874246465,-3629223352845464556,5,10.235,214.935,204.7,10.235,9.9
386,525-88-7307,-149253993290514649,7769557118785890355,1,3.791,79.611,75.82,3.791,5.8
387,689-16-9784,-2177661642399427046,7023478983142757834,6,14.031,294.651,280.62,14.031,6.0
388,725-56-0833,6809895645874246465,-977399968728947044,10,16.16,339.36,323.2,16.16,10.0
389,394-41-0748,1792274006348302037,-7663103431737807581,9,24.3315,510.9615,486.63,24.3315,9.5
390,596-42-3999,-2177661642399427046,-125487118995574537,7,6.377,133.917,127.54,6.377,6.6
391,541-89-9860,1792274006348302037,8358436432893401574,3,12.072,253.512,241.44,12.072,8.1
392,173-82-9529,6809895645874246465,-203924064380267609,10,18.975,398.475,379.5,18.975,9.7
393,563-36-9814,-149253993290514649,4329540441317312810,1,3.841,80.661,76.82,3.841,7.2
394,308-47-4913,1792274006348302037,3590387241610760650,10,26.13,548.73,522.6,26.13,6.2
395,885-17-6250,6809895645874246465,8380580416503126713,1,3.987,83.727,79.74,3.987,7.3
396,726-27-2396,6809895645874246465,-1930157994477300595,5,19.375,406.875,387.5,19.375,4.3
397,316-01-3952,6809895645874246465,7740398042081472765,5,13.5675,284.9175,271.35,13.5675,4.6
398,760-54-1821,-2177661642399427046,-3703495236063462906,9,6.1155,128.4255,122.31,6.1155,5.8
399,793-10-3222,1792274006348302037,-3415539103554064641,6,12.318,258.678,246.36,12.318,8.3
400,346-12-3257,-149253993290514649,8337193989673743892,9,8.658,181.818,173.16,8.658,8.0
401,110-05-6330,6809895645874246465,1906395436656377760,6,11.829,248.409,236.58,11.829,9.4
402,651-61-0874,-2177661642399427046,1986729771580379374,4,9.244,194.124,184.88,9.244,6.2
403,236-86-3015,-149253993290514649,-2993768445980824085,1,0.699,14.679,13.98,0.699,9.8
404,831-64-0259,6809895645874246465,-7240597818853987993,5,9.9375,208.6875,198.75,9.9375,9.6
405,587-03-7455,1792274006348302037,-6062759616682085845,7,34.2265,718.7565,684.53,34.2265,4.9
406,882-40-4577,-149253993290514649,-3151590292961860435,4,13.452,282.492,269.04,13.452,8.0
407,732-67-5346,-2177661642399427046,3338231070038900862,5,3.4475,72.3975,68.95,3.4475,7.8
408,725-32-9708,1792274006348302037,6660869521993431647,4,13.742,288.582,274.84,13.742,4.1
409,256-08-8343,6809895645874246465,-940705758791092903,4,11.306,237.426,226.12,11.306,5.5
410,372-26-1506,6809895645874246465,7586786238060671543,5,5.955,125.055,119.1,5.955,5.4
411,244-08-0162,6809895645874246465,-6998454320201458004,10,17.105,359.205,342.1,17.105,5.1
412,569-71-4390,-2177661642399427046,3900416701955572964,2,2.187,45.927,43.74,2.187,6.9
413,132-23-6451,-149253993290514649,2844973238916245146,5,5.2425,110.0925,104.85,5.2425,7.8
414,696-90-2548,-2177661642399427046,-9037176403874975753,3,3.876,81.396,77.52,3.876,6.6
415,472-15-9636,-2177661642399427046,-867499630356853665,8,20.372,427.812,407.44,20.372,9.2
416,268-03-6164,-2177661642399427046,7807784385858631691,1,4.8055,100.9155,96.11,4.8055,7.8
417,750-57-9686,6809895645874246465,-5696176339444640350,4,9.076,190.596,181.52,9.076,8.7
418,186-09-3669,1792274006348302037,-598686327349372190,1,4.0755,85.5855,81.51,4.0755,9.2
419,848-07-1692,6809895645874246465,-4957216230388369266,2,5.722,120.162,114.44,5.722,8.3
420,745-71-3520,1792274006348302037,-7553266858532699802,7,8.827,185.367,176.54,8.827,8.2
421,266-76-6436,1792274006348302037,-3320016631963014801,3,5.79,121.59,115.8,5.79,7.5
422,740-22-2500,6809895645874246465,-8372052072065025390,3,12.6075,264.7575,252.15,12.6075,9.8
423,271-88-8734,1792274006348302037,993280404770468128,10,48.605,1020.705,972.1,48.605,8.7
424,301-81-8610,-149253993290514649,-5365582652372987173,8,10.168,213.528,203.36,10.168,6.7
425,489-64-4354,-2177661642399427046,952364938598721265,1,0.814,17.094,16.28,0.814,5.0
426,198-84-7132,-149253993290514649,5355826043885821147,9,18.2745,383.7645,365.49,18.2745,7.0
427,269-10-8440,-149253993290514649,7714767590960783011,7,18.6095,390.7995,372.19,18.6095,8.9
428,650-98-6268,1792274006348302037,8828239208415986971,3,3.1305,65.7405,62.61,3.1305,8.0
429,741-73-3559,-2177661642399427046,-7828998979183685511,5,16.8175,353.1675,336.35,16.8175,6.9
430,325-77-6186,1792274006348302037,-1234957579207416349,10,45.325,951.825,906.5,45.325,7.3
431,286-75-7818,-2177661642399427046,-635745578822702126,2,6.908,145.068,138.16,6.908,6.9
432,574-57-9721,-2177661642399427046,1956638416301700301,2,4.327,90.867,86.54,4.327,5.7
433,459-50-7686,6809895645874246465,-7429817750453138023,6,7.038,147.798,140.76,7.038,6.4
434,616-87-0016,-2177661642399427046,-427449549806653952,7,33.439,702.219,668.78,33.439,9.6
435,837-55-7229,6809895645874246465,-373133874165943034,1,2.372,49.812,47.44,2.372,6.8
436,751-69-0068,-2177661642399427046,-6149730015945192716,9,44.658,937.818,893.16,44.658,9.0
437,257-73-1380,-149253993290514649,-354864711360019230,4,16.586,348.306,331.72,16.586,9.6
438,345-08-4992,-2177661642399427046,-2006607774040146380,6,10.197,214.137,203.94,10.197,7.7
439,549-96-4200,-149253993290514649,1073536066633418964,4,3.408,71.568,68.16,3.408,7.0
440,810-60-6344,6809895645874246465,8967862908308765137,8,16.344,343.224,326.88,16.344,6.5
441,450-28-2866,-149253993290514649,-2784171612789139251,5,4.36,91.56,87.2,4.36,8.1
442,394-30-3170,1792274006348302037,5793516909084250467,8,35.372,742.812,707.44,35.372,4.3
443,138-17-5109,1792274006348302037,7273045270230511972,9,40.1445,843.0345,802.89,40.1445,6.5
444,192-98-7397,-2177661642399427046,1232514310792144994,1,0.639,13.419,12.78,0.639,9.5
445,301-11-9629,6809895645874246465,-8099395457828571901,7,6.685,140.385,133.7,6.685,9.7
446,390-80-5128,1792274006348302037,6185789045482965650,1,0.9575,20.1075,19.15,0.9575,9.5
447,235-46-8343,-149253993290514649,-4079554640511332255,10,13.83,290.43,276.6,13.83,8.9
448,453-12-7053,-2177661642399427046,-6604077157205588410,3,6.861,144.081,137.22,6.861,6.5
449,296-11-7041,1792274006348302037,934059997899552493,1,1.3535,28.4235,27.07,1.3535,5.3
450,449-27-2918,1792274006348302037,-323156023766461693,1,1.956,41.076,39.12,1.956,9.6
451,891-01-7034,6809895645874246465,6523739307205422685,6,22.413,470.673,448.26,22.413,6.7
452,744-09-5786,-2177661642399427046,-1224662840159678663,6,6.603,138.663,132.06,6.603,7.6
453,727-17-0390,6809895645874246465,-8460926580989360260,5,15.9025,333.9525,318.05,15.9025,4.8
454,568-88-3448,-2177661642399427046,-8183323165590864365,1,1.25,26.25,25.0,1.25,5.5
455,187-83-5490,-149253993290514649,5067421046236202295,4,4.154,87.234,83.08,4.154,4.7
456,767-54-1907,1792274006348302037,-5643333062370267861,5,7.39,155.19,147.8,7.39,6.9
457,710-46-4433,1792274006348302037,-2927148650343852807,9,34.83,731.43,696.6,34.83,4.5
458,533-33-5337,-2177661642399427046,7298732549233503539,10,39.695,833.595,793.9,39.695,6.2
459,325-90-8763,1792274006348302037,-8962495503868069523,10,23.285,488.985,465.7,23.285,7.6
460,729-46-7422,-2177661642399427046,-112552193248799401,1,1.7945,37.6845,35.89,1.7945,7.9
461,639-76-1242,-2177661642399427046,-4618731094965597879,5,10.13,212.73,202.6,10.13,4.5
462,234-03-4040,1792274006348302037,224951596197863885,10,36.525,767.025,730.5,36.525,8.7
463,326-71-2155,6809895645874246465,345258588256234529,4,14.79,310.59,295.8,14.79,6.1
464,320-32-8842,1792274006348302037,-5152418727143896762,1,1.131,23.751,22.62,1.131,6.4
465,470-32-9057,-149253993290514649,4473335089560798383,5,12.835,269.535,256.7,12.835,9.1
466,878-30-2331,1792274006348302037,-6310475566008341151,10,27.275,572.775,545.5,27.275,7.1
467,440-59-5691,1792274006348302037,3079788171164681507,7,13.0025,273.0525,260.05,13.0025,7.7
468,554-53-3790,-2177661642399427046,-2674290850659516228,6,11.106,233.226,222.12,11.106,4.5
469,746-19-0921,-2177661642399427046,3984107265848436886,1,1.079,22.659,21.58,1.079,7.2
470,233-34-0817,1792274006348302037,-1946650572109677176,1,4.942,103.782,98.84,4.942,8.4
471,767-05-1286,1792274006348302037,-5229728741332964880,6,25.131,527.751,502.62,25.131,5.4
472,340-21-9136,1792274006348302037,-5716689087009946195,4,8.01,168.21,160.2,8.01,9.7
473,405-31-3305,-149253993290514649,3043846008057132544,10,21.565,452.865,431.3,21.565,5.5
474,731-59-7531,-149253993290514649,146368174514984375,8,29.028,609.588,580.56,29.028,4.6
475,676-39-6028,1792274006348302037,-6170891134793404485,5,16.11,338.31,322.2,16.11,6.6
476,502-05-1910,-2177661642399427046,4060119494986694699,3,9.777,205.317,195.54,9.777,6.3
477,485-30-8700,6809895645874246465,7191104761917373031,5,8.315,174.615,166.3,8.315,4.2
478,598-47-9715,-2177661642399427046,-3502735873798301226,4,16.814,353.094,336.28,16.814,4.4
479,701-69-8742,-2177661642399427046,-1510734860072735269,10,17.185,360.885,343.7,17.185,6.7
480,575-67-1508,-2177661642399427046,5144321530688243204,1,1.93,40.53,38.6,1.93,6.7
481,541-08-3113,-2177661642399427046,-6460615569262979134,8,26.388,554.148,527.76,26.388,8.4
482,246-11-3901,6809895645874246465,-786040916830051304,10,16.4,344.4,328.0,16.4,6.2
483,674-15-9296,-2177661642399427046,-4026562401271300999,5,9.285,194.985,185.7,9.285,5.0
484,305-18-3552,-149253993290514649,-1081640642390631896,10,30.19,633.99,603.8,30.19,6.0
485,493-65-6248,1792274006348302037,-6760300642351088095,10,18.49,388.29,369.8,18.49,7.0
486,438-01-4015,1792274006348302037,-5206626562272772997,4,9.898,207.858,197.96,9.898,6.6
487,709-58-4068,6809895645874246465,5694832021671500393,10,20.545,431.445,410.9,20.545,7.3
488,795-49-7276,-2177661642399427046,7467819407920318659,4,7.43,156.03,148.6,7.43,8.3
489,556-72-8512,-2177661642399427046,-8114349905305478598,1,1.148,24.108,22.96,1.148,4.3
490,627-95-3243,1792274006348302037,7533442627972661963,9,34.956,734.076,699.12,34.956,9.8
491,686-41-0932,6809895645874246465,-3723926659257322838,2,3.47,72.87,69.4,3.47,8.2
492,510-09-5628,1792274006348302037,-4095010392291694010,10,9.83,206.43,196.6,9.83,7.2
493,608-04-3797,1792274006348302037,-3532026140250115390,8,10.128,212.688,202.56,10.128,8.7
494,148-82-2527,1792274006348302037,-9020179706871593922,10,6.06,127.26,121.2,6.06,8.4
495,437-53-3084,-2177661642399427046,-8109982172773399438,2,9.989,209.769,199.78,9.989,7.1
496,632-32-4574,-2177661642399427046,8638200211990303497,8,30.368,637.728,607.36,30.368,5.5
497,556-97-7101,6809895645874246465,-706315208420741076,2,6.322,132.762,126.44,6.322,8.5
498,862-59-8517,6809895645874246465,-5885817054123577352,6,27.072,568.512,541.44,27.072,6.2
499,401-18-8016,1792274006348302037,2552109606044915584,1,4.9065,103.0365,98.13,4.9065,8.9
500,420-18-8989,1792274006348302037,-3268077329657911184,8,20.608,432.768,412.16,20.608,9.6
501,277-63-2961,-149253993290514649,2566902880872469996,1,3.6985,77.6685,73.97,3.6985,5.4
502,573-98-8548,1792274006348302037,1115590282106171835,1,1.595,33.495,31.9,1.595,9.1
503,620-02-2046,-2177661642399427046,8001070007974627925,2,6.94,145.74,138.8,6.94,9.0
504,282-35-2475,6809895645874246465,5393974444989347576,2,9.331,195.951,186.62,9.331,6.3
505,511-54-3087,-2177661642399427046,8015161201700485934,1,4.4225,92.8725,88.45,4.4225,9.5
506,726-29-6793,-149253993290514649,1605359911183666472,8,9.672,203.112,193.44,9.672,9.8
507,387-49-4215,1792274006348302037,9145298911195877195,3,7.275,152.775,145.5,7.275,6.7
508,862-17-9201,6809895645874246465,1610353838993268221,6,25.215,529.515,504.3,25.215,7.7
509,291-21-5991,-149253993290514649,-5669653011387875302,5,15.3225,321.7725,306.45,15.3225,7.0
510,602-80-9671,1792274006348302037,-6101541607321449908,6,4.785,100.485,95.7,4.785,5.1
511,347-72-6115,1792274006348302037,-8975932448001537944,7,31.759,666.939,635.18,31.759,6.2
512,209-61-0206,6809895645874246465,-7840926907604483189,5,10.7275,225.2775,214.55,10.7275,6.1
513,595-27-4851,6809895645874246465,7799316588710679991,7,18.998,398.958,379.96,18.998,9.3
514,189-52-0236,-2177661642399427046,189474110689066776,7,34.8425,731.6925,696.85,34.8425,7.6
515,503-07-0930,-149253993290514649,-1861875203378650482,7,20.4365,429.1665,408.73,20.4365,8.2
516,413-20-6708,1792274006348302037,3179982085578220838,1,2.5735,54.0435,51.47,2.5735,8.5
517,425-85-2085,-149253993290514649,3225527739152154863,5,13.715,288.015,274.3,13.715,9.8
518,521-18-7827,-149253993290514649,7715689689632143555,5,9.8475,206.7975,196.95,9.8475,8.7
519,220-28-1851,-2177661642399427046,4851856797228525454,2,3.473,72.933,69.46,3.473,9.7
520,600-38-9738,-149253993290514649,-8639319932993484109,5,17.98,377.58,359.6,17.98,4.3
521,734-91-1155,6809895645874246465,-7510532675882695175,3,6.8565,143.9865,137.13,6.8565,7.7
522,451-28-5717,1792274006348302037,4135099363928382420,6,24.951,523.971,499.02,24.951,7.3
523,609-81-8548,1792274006348302037,1644392358514310054,6,11.232,235.872,224.64,11.232,5.9
524,133-14-7229,-2177661642399427046,7698259420546091972,2,6.287,132.027,125.74,6.287,5.0
525,534-01-4457,-2177661642399427046,-6432001972559523799,6,24.513,514.773,490.26,24.513,8.0
526,719-89-8991,1792274006348302037,4515975817623797993,5,22.8525,479.9025,457.05,22.8525,7.1
527,286-62-6248,-2177661642399427046,2727993743930413563,4,7.842,164.682,156.84,7.842,9.0
528,339-38-9982,-149253993290514649,-5494768270425525186,2,5.986,125.706,119.72,5.986,6.7
529,827-44-5872,1792274006348302037,-5380242685635096713,10,27.18,570.78,543.6,27.18,6.1
530,827-77-7633,-2177661642399427046,-140493501853675919,9,44.1405,926.9505,882.81,44.1405,9.3
531,287-83-1405,-2177661642399427046,-294762444632670499,6,7.629,160.209,152.58,7.629,7.0
532,435-13-4908,-149253993290514649,-8037753649444446375,8,34.672,728.112,693.44,34.672,7.2
533,857-67-9057,-2177661642399427046,-1024676168365487572,10,11.475,240.975,229.5,11.475,8.2
534,236-27-1144,6809895645874246465,-3394207125498188495,9,7.3395,154.1295,146.79,7.3395,8.4
535,892-05-6689,6809895645874246465,5873500299110481245,5,7.08,148.68,141.6,7.08,6.2
536,583-41-4548,-2177661642399427046,2955736831039387213,7,5.8345,122.5245,116.69,5.8345,7.4
537,339-12-4827,1792274006348302037,4749409555364932110,1,3.698,77.658,73.96,3.698,5.0
538,643-38-7867,-2177661642399427046,1160752289191977676,1,4.897,102.837,97.94,4.897,6.9
539,308-81-0538,6809895645874246465,4873405389056300773,4,14.61,306.81,292.2,14.61,4.9
540,358-88-9262,1792274006348302037,6264608811556133032,6,26.244,551.124,524.88,26.244,5.1
541,460-35-4390,-2177661642399427046,3475453927852494243,3,4.602,96.642,92.04,4.602,9.1
542,343-87-0864,-149253993290514649,-937336144393288120,1,3.794,79.674,75.88,3.794,7.1
543,173-50-1108,1792274006348302037,-5724502800229545164,4,4.036,84.756,80.72,4.036,5.0
544,243-47-2663,-149253993290514649,-3549503082983426427,6,5.631,118.251,112.62,5.631,5.5
545,841-18-8232,6809895645874246465,2068326646919300351,1,3.56,74.76,71.2,3.56,9.2
546,701-23-5550,-149253993290514649,-362241790007614830,4,7.762,163.002,155.24,7.762,4.9
547,647-50-1224,6809895645874246465,-6534806581098751183,10,14.71,308.91,294.2,14.71,8.9
548,541-48-8554,-2177661642399427046,-2654710381668471866,9,27.4275,575.9775,548.55,27.4275,6.0
549,539-21-7227,6809895645874246465,-5444790420026043845,5,12.885,270.585,257.7,12.885,4.2
550,213-32-1216,6809895645874246465,-2765355601893048832,6,19.818,416.178,396.36,19.818,7.3
551,747-58-7183,-2177661642399427046,4711987150112147218,3,8.5905,180.4005,171.81,8.5905,6.5
552,582-52-8065,6809895645874246465,-3277415690878455046,9,24.4395,513.2295,488.79,24.4395,8.9
553,210-57-1719,6809895645874246465,-4936772507646276216,9,26.208,550.368,524.16,26.208,9.7
554,399-69-4630,-2177661642399427046,-6687581712550402496,6,6.663,139.923,133.26,6.663,8.6
555,134-75-2619,-149253993290514649,-7174168117179889961,7,6.762,142.002,135.24,6.762,6.9
556,356-44-8813,-2177661642399427046,4424868906405496971,3,5.622,118.062,112.44,5.622,7.7
557,198-66-9832,1792274006348302037,3043173319176127424,2,7.204,151.284,144.08,7.204,9.5
558,283-26-5248,1792274006348302037,7694942256599640174,10,49.26,1034.46,985.2,49.26,4.5
559,712-39-0363,-149253993290514649,-1640074979843516886,6,12.498,262.458,249.96,12.498,5.6
560,218-59-9410,1792274006348302037,2545849615763100957,3,10.863,228.123,217.26,10.863,8.2
561,174-75-0888,-2177661642399427046,-5998298645209856725,9,9.711,203.931,194.22,9.711,7.3
562,866-99-7614,-2177661642399427046,-1037674227398983792,10,44.6,936.6,892.0,44.6,4.4
563,134-54-4720,6809895645874246465,7283404160709102992,8,16.968,356.328,339.36,16.968,5.7
564,760-90-2357,-149253993290514649,5050603107677917733,6,22.353,469.413,447.06,22.353,5.0
565,514-37-2845,-2177661642399427046,-5968189551835672435,2,9.925,208.425,198.5,9.925,9.0
566,698-98-5964,6809895645874246465,3669394232465575977,10,40.605,852.705,812.1,40.605,6.3
567,718-57-9773,6809895645874246465,2970996194740574965,10,24.665,517.965,493.3,24.665,9.4
568,651-88-7328,6809895645874246465,3261001927232059045,9,29.583,621.243,591.66,29.583,7.7
569,241-11-2261,6809895645874246465,59826871020349555,7,27.951,586.971,559.02,27.951,5.5
570,408-26-9866,6809895645874246465,5067598476726162411,7,25.893,543.753,517.86,25.893,4.1
571,834-83-1826,1792274006348302037,-3433091997422928235,5,20.51,430.71,410.2,20.51,7.6
572,343-61-3544,-149253993290514649,3257365730103306259,10,13.335,280.035,266.7,13.335,8.6
573,239-48-4278,-149253993290514649,1700821657971362712,7,3.5455,74.4555,70.91,3.5455,8.3
574,355-34-6244,-2177661642399427046,7680483000135771979,2,7.239,152.019,144.78,7.239,8.1
575,550-84-8664,-2177661642399427046,-6030763185804839832,5,21.4775,451.0275,429.55,21.4775,8.6
