Invoice ID,Branch,City,Date,Time,Payment
745-71-3520,A,Yangon,2019-02-04,10:23:00,Cash
266-76-6436,C,Naypyitaw,2019-03-28,13:57:00,Ewallet
740-22-2500,C,Naypyitaw,2019-01-23,13:29:00,Cash
271-88-8734,C,Naypyitaw,2019-02-08,13:00:00,Credit card
301-81-8610,B,Mandalay,2019-03-19,19:42:00,Credit card
489-64-4354,C,Naypyitaw,2019-03-09,15:36:00,Cash
198-84-7132,B,Mandalay,2019-01-02,13:40:00,Cash
269-10-8440,A,Yangon,2019-01-21,18:01:00,Cash
650-98-6268,B,Mandalay,2019-03-20,13:53:00,Credit card
741-73-3559,B,Mandalay,2019-02-27,17:27:00,Cash
325-77-6186,A,Yangon,2019-03-08,10:53:00,Ewallet
286-75-7818,B,Mandalay,2019-01-31,19:48:00,Credit card
574-57-9721,C,Naypyitaw,2019-03-08,16:53:00,Ewallet
459-50-7686,A,Yangon,2019-01-13,19:14:00,Ewallet
616-87-0016,B,Mandalay,2019-03-09,14:36:00,Credit card
837-55-7229,B,Mandalay,2019-02-22,18:19:00,Credit card
751-69-0068,C,Naypyitaw,2019-03-19,19:09:00,Ewallet
257-73-1380,C,Naypyitaw,2019-01-20,16:51:00,Ewallet
345-08-4992,A,Yangon,2019-03-08,15:37:00,Credit card
549-96-4200,C,Naypyitaw,2019-03-08,20:15:00,Ewallet
810-60-6344,C,Naypyitaw,2019-02-07,14:38:00,Credit card
450-28-2866,C,Naypyitaw,2019-01-15,19:25:00,Cash
394-30-3170,B,Mandalay,2019-03-22,19:35:00,Credit card
138-17-5109,A,Yangon,2019-01-15,15:42:00,Credit card
192-98-7397,C,Naypyitaw,2019-01-08,14:11:00,Ewallet
301-11-9629,A,Yangon,2019-01-15,10:43:00,Cash
390-80-5128,B,Mandalay,2019-01-28,17:58:00,Credit card
235-46-8343,C,Naypyitaw,2019-02-14,11:26:00,Credit card
453-12-7053,C,Naypyitaw,2019-03-10,17:38:00,Credit card
296-11-7041,B,Mandalay,2019-01-12,20:07:00,Credit card
449-27-2918,B,Mandalay,2019-03-26,11:02:00,Credit card
891-01-7034,B,Mandalay,2019-01-01,19:07:00,Cash
744-09-5786,B,Mandalay,2019-01-02,18:50:00,Cash
727-17-0390,A,Yangon,2019-03-16,12:43:00,Ewallet
568-88-3448,A,Yangon,2019-03-03,15:09:00,Ewallet
187-83-5490,A,Yangon,2019-01-31,13:47:00,Cash
767-54-1907,B,Mandalay,2019-02-13,16:59:00,Cash
710-46-4433,B,Mandalay,2019-02-15,14:15:00,Credit card
533-33-5337,B,Mandalay,2019-02-07,20:24:00,Cash
325-90-8763,C,Naypyitaw,2019-01-27,13:58:00,Cash
729-46-7422,C,Naypyitaw,2019-02-23,16:52:00,Credit card
639-76-1242,C,Naypyitaw,2019-02-03,15:19:00,Cash
234-03-4040,B,Mandalay,2019-03-03,12:25:00,Credit card
326-71-2155,C,Naypyitaw,2019-02-03,10:02:00,Cash
320-32-8842,C,Naypyitaw,2019-03-17,18:58:00,Cash
470-32-9057,A,Yangon,2019-03-28,15:31:00,Credit card
878-30-2331,C,Naypyitaw,2019-03-02,11:22:00,Credit card
440-59-5691,C,Naypyitaw,2019-02-08,13:12:00,Credit card
554-53-3790,B,Mandalay,2019-03-22,18:33:00,Cash
746-19-0921,C,Naypyitaw,2019-02-09,10:02:00,Ewallet
233-34-0817,C,Naypyitaw,2019-02-15,11:21:00,Cash
767-05-1286,C,Naypyitaw,2019-01-23,12:10:00,Ewallet
340-21-9136,A,Yangon,2019-01-25,11:40:00,Cash
405-31-3305,A,Yangon,2019-02-02,18:31:00,Credit card
731-59-7531,B,Mandalay,2019-03-30,17:58:00,Cash
676-39-6028,A,Yangon,2019-03-30,17:04:00,Cash
502-05-1910,A,Yangon,2019-02-25,20:35:00,Credit card
485-30-8700,A,Yangon,2019-03-18,16:10:00,Credit card
598-47-9715,C,Naypyitaw,2019-03-07,16:54:00,Ewallet
701-69-8742,B,Mandalay,2019-03-16,10:11:00,Ewallet
575-67-1508,A,Yangon,2019-01-29,11:26:00,Ewallet
541-08-3113,C,Naypyitaw,2019-02-02,20:29:00,Cash
246-11-3901,C,Naypyitaw,2019-02-15,12:12:00,Cash
674-15-9296,A,Yangon,2019-01-08,13:05:00,Ewallet
305-18-3552,B,Mandalay,2019-02-12,16:19:00,Cash
493-65-6248,C,Naypyitaw,2019-01-01,19:48:00,Credit card
438-01-4015,B,Mandalay,2019-03-21,15:25:00,Ewallet
709-58-4068,B,Mandalay,2019-02-28,14:42:00,Cash
795-49-7276,A,Yangon,2019-03-23,18:59:00,Ewallet
556-72-8512,C,Naypyitaw,2019-01-30,20:47:00,Cash
627-95-3243,B,Mandalay,2019-02-04,13:21:00,Ewallet
686-41-0932,B,Mandalay,2019-03-13,19:48:00,Ewallet
510-09-5628,A,Yangon,2019-03-15,18:20:00,Credit card
608-04-3797,B,Mandalay,2019-03-05,20:24:00,Ewallet
148-82-2527,C,Naypyitaw,2019-03-05,13:44:00,Credit card
437-53-3084,B,Mandalay,2019-02-26,11:48:00,Ewallet
632-32-4574,B,Mandalay,2019-03-20,14:14:00,Cash
556-97-7101,C,Naypyitaw,2019-01-01,15:51:00,Cash
862-59-8517,C,Naypyitaw,2019-01-27,11:17:00,Cash
401-18-8016,B,Mandalay,2019-01-21,17:36:00,Cash
420-18-8989,A,Yangon,2019-02-02,15:47:00,Cash
277-63-2961,B,Mandalay,2019-02-03,15:53:00,Credit card
573-98-8548,C,Naypyitaw,2019-01-05,12:40:00,Ewallet
620-02-2046,C,Naypyitaw,2019-01-27,19:48:00,Ewallet
282-35-2475,B,Mandalay,2019-03-25,17:53:00,Cash
511-54-3087,B,Mandalay,2019-02-25,16:36:00,Credit card
726-29-6793,A,Yangon,2019-01-28,20:54:00,Ewallet
387-49-4215,B,Mandalay,2019-01-08,12:50:00,Cash
862-17-9201,B,Mandalay,2019-01-29,10:48:00,Credit card
291-21-5991,B,Mandalay,2019-03-29,14:28:00,Cash
602-80-9671,C,Naypyitaw,2019-02-09,17:15:00,Credit card
347-72-6115,B,Mandalay,2019-01-16,18:03:00,Credit card
209-61-0206,A,Yangon,2019-01-05,17:29:00,Ewallet
595-27-4851,A,Yangon,2019-01-27,18:05:00,Ewallet
189-52-0236,A,Yangon,2019-03-14,12:07:00,Cash
503-07-0930,C,Naypyitaw,2019-02-23,19:49:00,Credit card
413-20-6708,C,Naypyitaw,2019-03-18,15:52:00,Ewallet
425-85-2085,B,Mandalay,2019-03-29,16:48:00,Ewallet
521-18-7827,C,Naypyitaw,2019-01-22,20:46:00,Credit card
220-28-1851,A,Yangon,2019-03-01,18:14:00,Ewallet
600-38-9738,C,Naypyitaw,2019-01-17,15:05:00,Credit card
734-91-1155,B,Mandalay,2019-03-26,10:34:00,Credit card
451-28-5717,C,Naypyitaw,2019-03-20,11:23:00,Cash
609-81-8548,A,Yangon,2019-02-06,13:55:00,Credit card
133-14-7229,C,Naypyitaw,2019-01-01,11:43:00,Cash
534-01-4457,A,Yangon,2019-01-27,14:36:00,Credit card
719-89-8991,A,Yangon,2019-02-25,16:03:00,Ewallet
286-62-6248,B,Mandalay,2019-01-16,20:03:00,Credit card
339-38-9982,B,Mandalay,2019-01-13,14:55:00,Ewallet
827-44-5872,B,Mandalay,2019-02-07,11:28:00,Credit card
827-77-7633,A,Yangon,2019-02-17,19:41:00,Cash
287-83-1405,A,Yangon,2019-02-12,19:01:00,Ewallet
435-13-4908,A,Yangon,2019-01-24,18:04:00,Credit card
857-67-9057,B,Mandalay,2019-02-06,19:20:00,Ewallet
236-27-1144,C,Naypyitaw,2019-03-26,10:31:00,Ewallet
892-05-6689,A,Yangon,2019-03-11,13:28:00,Ewallet
583-41-4548,C,Naypyitaw,2019-02-07,11:36:00,Ewallet
339-12-4827,B,Mandalay,2019-01-05,11:32:00,Credit card
643-38-7867,A,Yangon,2019-03-07,11:44:00,Ewallet
308-81-0538,A,Yangon,2019-02-25,17:16:00,Credit card
358-88-9262,C,Naypyitaw,2019-02-01,18:43:00,Ewallet
460-35-4390,A,Yangon,2019-01-22,11:00:00,Ewallet
343-87-0864,C,Naypyitaw,2019-01-03,10:30:00,Credit card
173-50-1108,B,Mandalay,2019-02-13,12:14:00,Credit card
243-47-2663,C,Naypyitaw,2019-01-28,16:43:00,Credit card
841-18-8232,B,Mandalay,2019-01-05,20:40:00,Credit card
701-23-5550,B,Mandalay,2019-03-19,13:40:00,Ewallet
647-50-1224,A,Yangon,2019-01-12,16:23:00,Ewallet
541-48-8554,A,Yangon,2019-01-07,12:08:00,Credit card
539-21-7227,B,Mandalay,2019-01-26,17:45:00,Cash
213-32-1216,A,Yangon,2019-01-23,10:28:00,Cash
747-58-7183,B,Mandalay,2019-02-09,20:31:00,Ewallet
582-52-8065,B,Mandalay,2019-02-22,10:49:00,Cash
210-57-1719,B,Mandalay,2019-02-05,12:34:00,Cash
399-69-4630,C,Naypyitaw,2019-03-07,10:23:00,Credit card
134-75-2619,A,Yangon,2019-03-25,18:51:00,Cash
356-44-8813,B,Mandalay,2019-01-20,13:45:00,Credit card
198-66-9832,B,Mandalay,2019-02-04,19:38:00,Cash
283-26-5248,C,Naypyitaw,2019-01-30,20:23:00,Ewallet
712-39-0363,A,Yangon,2019-01-02,15:24:00,Ewallet
218-59-9410,A,Yangon,2019-03-29,16:54:00,Ewallet
174-75-0888,B,Mandalay,2019-03-14,12:32:00,Cash
866-99-7614,C,Naypyitaw,2019-02-11,15:42:00,Credit card
134-54-4720,B,Mandalay,2019-01-30,13:58:00,Ewallet
760-90-2357,A,Yangon,2019-03-20,15:08:00,Ewallet
514-37-2845,B,Mandalay,2019-03-20,13:02:00,Cash
698-98-5964,A,Yangon,2019-01-17,13:01:00,Credit card
718-57-9773,C,Naypyitaw,2019-02-03,16:40:00,Credit card
651-88-7328,A,Yangon,2019-01-01,13:55:00,Cash
241-11-2261,B,Mandalay,2019-01-10,10:33:00,Credit card
408-26-9866,C,Naypyitaw,2019-03-02,16:42:00,Ewallet
834-83-1826,B,Mandalay,2019-02-25,17:16:00,Credit card
343-61-3544,B,Mandalay,2019-01-29,11:48:00,Cash
239-48-4278,A,Yangon,2019-03-10,19:35:00,Ewallet
355-34-6244,B,Mandalay,2019-01-13,19:55:00,Credit card
550-84-8664,A,Yangon,2019-03-22,14:33:00,Credit card
339-96-8318,B,Mandalay,2019-03-01,19:49:00,Ewallet
458-61-0011,B,Mandalay,2019-02-20,18:43:00,Cash
592-34-6155,C,Naypyitaw,2019-01-14,14:43:00,Ewallet
797-88-0493,A,Yangon,2019-03-26,13:54:00,Cash
207-73-1363,B,Mandalay,2019-03-01,12:15:00,Ewallet
390-31-6381,C,Naypyitaw,2019-01-07,12:37:00,Cash
443-82-0585,A,Yangon,2019-02-01,19:54:00,Cash
339-18-7061,C,Naypyitaw,2019-02-13,15:06:00,Credit card
359-90-3665,B,Mandalay,2019-01-14,18:03:00,Credit card
375-72-3056,B,Mandalay,2019-01-19,15:58:00,Ewallet
127-47-6963,A,Yangon,2019-03-09,13:53:00,Credit card
278-86-2735,A,Yangon,2019-03-27,14:03:00,Cash
695-28-6250,A,Yangon,2019-02-04,16:38:00,Ewallet
379-17-6588,C,Naypyitaw,2019-03-14,11:07:00,Cash
227-50-3718,A,Yangon,2019-03-04,12:23:00,Cash
302-15-2162,C,Naypyitaw,2019-03-03,10:54:00,Credit card
788-07-8452,C,Naypyitaw,2019-01-27,17:38:00,Ewallet
560-49-6611,A,Yangon,2019-02-07,14:13:00,Cash
880-35-0356,A,Yangon,2019-02-05,11:51:00,Ewallet
585-11-6748,B,Mandalay,2019-03-15,13:05:00,Cash
470-31-3286,B,Mandalay,2019-03-01,11:30:00,Credit card
152-68-2907,A,Yangon,2019-02-15,13:30:00,Credit card
123-35-4896,C,Naypyitaw,2019-02-17,19:11:00,Ewallet
258-69-7810,C,Naypyitaw,2019-01-26,18:53:00,Cash
334-64-2006,A,Yangon,2019-03-24,14:22:00,Ewallet
219-61-4139,C,Naypyitaw,2019-01-23,17:16:00,Ewallet
881-41-7302,C,Naypyitaw,2019-01-26,10:06:00,Credit card
373-09-4567,C,Naypyitaw,2019-03-14,20:35:00,Ewallet
642-30-6693,B,Mandalay,2019-03-17,13:54:00,Ewallet
484-22-8230,C,Naypyitaw,2019-01-08,20:08:00,Cash
830-58-2383,B,Mandalay,2019-02-08,15:26:00,Cash
559-98-9873,A,Yangon,2019-02-10,12:56:00,Ewallet
544-32-5024,C,Naypyitaw,2019-03-28,19:16:00,Credit card
318-12-0304,A,Yangon,2019-01-23,12:20:00,Ewallet
349-97-8902,B,Mandalay,2019-01-17,10:37:00,Ewallet
421-95-9805,A,Yangon,2019-02-07,10:18:00,Credit card
277-35-5865,C,Naypyitaw,2019-03-09,11:23:00,Cash
789-23-8625,B,Mandalay,2019-01-24,11:45:00,Cash
284-54-4231,C,Naypyitaw,2019-01-19,16:08:00,Credit card
443-59-0061,A,Yangon,2019-02-03,11:25:00,Ewallet
509-29-3912,A,Yangon,2019-03-20,12:24:00,Ewallet
327-40-9673,B,Mandalay,2019-01-13,19:51:00,Cash
840-19-2096,C,Naypyitaw,2019-03-14,18:10:00,Ewallet
828-46-6863,A,Yangon,2019-01-23,11:22:00,Credit card
641-96-3695,C,Naypyitaw,2019-02-07,17:55:00,Ewallet
420-97-3340,A,Yangon,2019-03-28,15:30:00,Credit card
436-54-4512,A,Yangon,2019-03-20,19:44:00,Cash
670-79-6321,B,Mandalay,2019-01-17,15:27:00,Credit card
852-62-7105,B,Mandalay,2019-01-12,11:25:00,Credit card
598-06-7312,B,Mandalay,2019-02-16,15:42:00,Cash
135-13-8269,B,Mandalay,2019-01-26,16:04:00,Cash
816-57-2053,A,Yangon,2019-03-09,12:37:00,Ewallet
628-90-8624,B,Mandalay,2019-03-14,14:41:00,Cash
856-66-2701,A,Yangon,2019-01-25,14:19:00,Ewallet
308-39-1707,A,Yangon,2019-01-26,18:19:00,Credit card
149-61-1929,A,Yangon,2019-01-19,14:08:00,Credit card
655-07-2265,A,Yangon,2019-03-05,16:38:00,Ewallet
589-02-8023,A,Yangon,2019-01-15,10:54:00,Credit card
420-04-7590,B,Mandalay,2019-03-18,11:29:00,Ewallet
182-88-2763,B,Mandalay,2019-03-20,19:28:00,Credit card
188-55-0967,B,Mandalay,2019-01-15,15:01:00,Credit card
610-46-4100,A,Yangon,2019-03-03,20:31:00,Credit card
318-81-2368,C,Naypyitaw,2019-03-19,12:16:00,Cash
364-33-8584,B,Mandalay,2019-03-08,15:27:00,Cash
665-63-9737,B,Mandalay,2019-02-27,17:36:00,Ewallet
695-09-5146,B,Mandalay,2019-02-23,20:00:00,Ewallet
155-45-3814,C,Naypyitaw,2019-03-19,15:29:00,Ewallet
794-32-2436,B,Mandalay,2019-03-27,15:08:00,Ewallet
131-15-8856,C,Naypyitaw,2019-03-30,19:26:00,Credit card
273-84-2164,C,Naypyitaw,2019-02-16,15:53:00,Ewallet
706-36-6154,A,Yangon,2019-01-18,18:43:00,Ewallet
778-89-7974,C,Naypyitaw,2019-03-30,14:58:00,Cash
574-31-8277,B,Mandalay,2019-03-20,19:55:00,Cash
859-71-0933,C,Naypyitaw,2019-01-16,15:10:00,Cash
740-11-5257,C,Naypyitaw,2019-02-24,16:44:00,Cash
369-82-2676,B,Mandalay,2019-01-15,18:22:00,Ewallet
563-47-4072,B,Mandalay,2019-01-22,11:52:00,Cash
742-04-5161,A,Yangon,2019-02-03,17:24:00,Cash
149-15-7606,B,Mandalay,2019-03-06,15:31:00,Ewallet
133-77-3154,B,Mandalay,2019-02-16,18:04:00,Credit card
169-52-4504,A,Yangon,2019-03-14,14:13:00,Credit card
250-81-7186,C,Naypyitaw,2019-02-27,10:23:00,Credit card
562-12-5430,A,Yangon,2019-01-18,10:11:00,Ewallet
816-72-8853,A,Yangon,2019-01-29,15:48:00,Cash
491-38-3499,A,Yangon,2019-02-26,17:46:00,Credit card
322-02-2271,B,Mandalay,2019-02-03,11:46:00,Cash
842-29-4695,C,Naypyitaw,2019-01-16,12:07:00,Credit card
725-67-2480,B,Mandalay,2019-03-24,18:14:00,Credit card
641-51-2661,C,Naypyitaw,2019-02-12,14:45:00,Credit card
714-02-3114,C,Naypyitaw,2019-02-21,11:39:00,Cash
518-17-2983,A,Yangon,2019-02-04,15:44:00,Ewallet
779-42-2410,B,Mandalay,2019-02-20,13:06:00,Ewallet
190-14-3147,B,Mandalay,2019-02-23,20:43:00,Ewallet
408-66-6712,C,Naypyitaw,2019-02-16,14:19:00,Ewallet
679-22-6530,B,Mandalay,2019-01-17,10:01:00,Credit card
588-47-8641,A,Yangon,2019-01-14,19:30:00,Ewallet
642-61-4706,B,Mandalay,2019-03-30,16:34:00,Cash
576-31-4774,B,Mandalay,2019-03-02,13:10:00,Ewallet
556-41-6224,C,Naypyitaw,2019-02-15,17:10:00,Credit card
811-03-8790,A,Yangon,2019-03-01,10:22:00,Credit card
242-11-3142,B,Mandalay,2019-02-24,19:57:00,Cash
752-23-3760,B,Mandalay,2019-02-19,19:29:00,Credit card
274-05-5470,A,Yangon,2019-02-23,18:30:00,Cash
648-94-3045,C,Naypyitaw,2019-02-07,14:27:00,Ewallet
130-67-4723,A,Yangon,2019-01-11,13:57:00,Ewallet
528-87-5606,B,Mandalay,2019-02-12,19:43:00,Cash
320-85-2052,B,Mandalay,2019-01-14,10:11:00,Credit card
370-96-0655,C,Naypyitaw,2019-01-09,13:46:00,Ewallet
105-10-6182,A,Yangon,2019-02-27,12:22:00,Ewallet
510-79-0415,B,Mandalay,2019-01-24,19:20:00,Ewallet
241-96-5076,B,Mandalay,2019-01-08,12:58:00,Credit card
767-97-4650,B,Mandalay,2019-01-08,11:59:00,Credit card
648-83-1321,A,Yangon,2019-01-16,17:59:00,Cash
173-57-2300,C,Naypyitaw,2019-03-13,12:51:00,Cash
305-03-2383,A,Yangon,2019-02-15,10:36:00,Cash
394-55-6384,C,Naypyitaw,2019-01-25,13:38:00,Cash
266-20-6657,C,Naypyitaw,2019-03-12,19:39:00,Ewallet
689-05-1884,A,Yangon,2019-03-04,12:44:00,Cash
196-01-2849,C,Naypyitaw,2019-02-10,13:56:00,Cash
372-62-5264,C,Naypyitaw,2019-01-16,14:42:00,Cash
800-09-8606,A,Yangon,2019-01-29,19:45:00,Cash
182-52-7000,A,Yangon,2019-01-01,20:26:00,Ewallet
826-58-8051,B,Mandalay,2019-01-06,19:46:00,Ewallet
868-06-0466,A,Yangon,2019-02-19,19:38:00,Credit card
751-41-9720,C,Naypyitaw,2019-01-12,16:18:00,Ewallet
626-43-7888,C,Naypyitaw,2019-02-07,12:23:00,Ewallet
176-64-7711,B,Mandalay,2019-03-27,19:11:00,Credit card
191-29-0321,B,Mandalay,2019-02-27,18:57:00,Credit card
729-06-2010,B,Mandalay,2019-01-06,11:18:00,Cash
640-48-5028,B,Mandalay,2019-03-02,12:40:00,Cash
186-79-9562,B,Mandalay,2019-03-29,14:06:00,Cash
834-45-5519,B,Mandalay,2019-01-31,20:48:00,Ewallet
162-65-8559,C,Naypyitaw,2019-01-21,20:13:00,Cash
760-27-5490,C,Naypyitaw,2019-01-20,20:37:00,Ewallet
445-30-9252,A,Yangon,2019-01-17,17:59:00,Ewallet
786-94-2700,A,Yangon,2019-02-28,20:18:00,Cash
728-88-7867,C,Naypyitaw,2019-03-19,15:52:00,Ewallet
183-21-3799,C,Naypyitaw,2019-02-19,15:14:00,Ewallet
268-20-3585,C,Naypyitaw,2019-02-04,12:50:00,Ewallet
735-32-9839,C,Naypyitaw,2019-01-31,10:36:00,Ewallet
258-92-7466,A,Yangon,2019-02-06,18:33:00,Credit card
857-16-3520,A,Yangon,2019-03-28,16:06:00,Ewallet
482-17-1179,A,Yangon,2019-01-19,12:47:00,Credit card
788-21-5741,A,Yangon,2019-02-17,13:34:00,Credit card
821-14-9046,B,Mandalay,2019-01-18,15:04:00,Credit card
418-05-0656,B,Mandalay,2019-02-02,20:42:00,Cash
678-79-0726,C,Naypyitaw,2019-01-18,15:28:00,Cash
776-68-1096,B,Mandalay,2019-03-18,13:45:00,Credit card
592-46-1692,C,Naypyitaw,2019-01-11,20:10:00,Cash
434-35-9162,B,Mandalay,2019-02-04,18:53:00,Ewallet
149-14-0304,C,Naypyitaw,2019-02-06,14:24:00,Cash
442-44-6497,C,Naypyitaw,2019-01-08,11:42:00,Credit card
174-64-0215,B,Mandalay,2019-03-05,17:49:00,Credit card
210-74-9613,C,Naypyitaw,2019-03-16,15:33:00,Ewallet
299-29-0180,B,Mandalay,2019-03-09,10:54:00,Cash
247-11-2470,A,Yangon,2019-03-01,16:23:00,Credit card
635-28-5728,A,Yangon,2019-02-28,19:33:00,Ewallet
756-49-0168,A,Yangon,2019-02-08,11:39:00,Ewallet
438-23-1242,B,Mandalay,2019-01-24,10:38:00,Ewallet
238-45-6950,B,Mandalay,2019-03-01,20:03:00,Ewallet
607-65-2441,C,Naypyitaw,2019-03-10,12:39:00,Credit card
386-27-7606,C,Naypyitaw,2019-03-23,15:59:00,Credit card
137-63-5492,C,Naypyitaw,2019-01-29,14:26:00,Ewallet
197-77-7132,B,Mandalay,2019-01-12,18:22:00,Ewallet
805-86-0265,A,Yangon,2019-03-20,11:32:00,Cash
733-29-1227,C,Naypyitaw,2019-03-23,12:41:00,Cash
451-73-2711,C,Naypyitaw,2019-01-14,15:20:00,Ewallet
373-14-0504,A,Yangon,2019-02-12,14:33:00,Ewallet
546-80-2899,A,Yangon,2019-02-20,15:29:00,Ewallet
345-68-9016,C,Naypyitaw,2019-01-02,16:19:00,Credit card
390-17-5806,C,Naypyitaw,2019-02-02,16:33:00,Cash
457-13-1708,B,Mandalay,2019-01-08,19:07:00,Credit card
664-14-2882,C,Naypyitaw,2019-01-30,14:43:00,Credit card
487-79-6868,B,Mandalay,2019-03-26,19:28:00,Credit card
314-23-4520,C,Naypyitaw,2019-01-15,20:44:00,Cash
210-30-7976,B,Mandalay,2019-03-14,11:16:00,Ewallet
585-86-8361,A,Yangon,2019-02-03,10:31:00,Credit card
807-14-7833,A,Yangon,2019-02-22,12:30:00,Ewallet
775-72-1988,B,Mandalay,2019-01-24,15:05:00,Ewallet
288-38-3758,C,Naypyitaw,2019-01-25,18:30:00,Ewallet
652-43-6591,A,Yangon,2019-03-09,13:18:00,Credit card
785-96-0615,B,Mandalay,2019-02-17,15:28:00,Ewallet
406-46-7107,A,Yangon,2019-01-11,11:52:00,Cash
250-17-5703,A,Yangon,2019-02-27,18:24:00,Ewallet
156-95-3964,A,Yangon,2019-03-25,15:19:00,Ewallet
842-40-8179,B,Mandalay,2019-02-11,10:38:00,Credit card
525-09-8450,B,Mandalay,2019-01-31,15:12:00,Credit card
410-67-1709,A,Yangon,2019-01-20,17:48:00,Ewallet
587-73-4862,A,Yangon,2019-03-26,11:07:00,Ewallet
787-87-2010,A,Yangon,2019-01-20,15:48:00,Credit card
593-14-4239,B,Mandalay,2019-03-05,19:40:00,Ewallet
801-88-0346,C,Naypyitaw,2019-01-05,20:30:00,Credit card
388-76-2555,B,Mandalay,2019-02-13,13:59:00,Cash
711-31-1234,B,Mandalay,2019-03-16,18:51:00,Cash
886-54-6089,A,Yangon,2019-01-15,17:24:00,Cash
707-32-7409,B,Mandalay,2019-02-26,11:58:00,Ewallet
759-98-4285,C,Naypyitaw,2019-02-27,19:01:00,Credit card
201-63-8275,C,Naypyitaw,2019-02-17,16:50:00,Ewallet
471-06-8611,C,Naypyitaw,2019-02-06,10:22:00,Credit card
200-16-5952,C,Naypyitaw,2019-01-17,16:46:00,Cash
120-54-2248,B,Mandalay,2019-01-22,18:08:00,Credit card
102-77-2261,C,Naypyitaw,2019-03-05,18:02:00,Credit card
875-31-8302,B,Mandalay,2019-01-03,13:07:00,Cash
102-06-2002,C,Naypyitaw,2019-03-20,17:52:00,Cash
457-94-0464,B,Mandalay,2019-01-31,20:32:00,Ewallet
629-42-4133,C,Naypyitaw,2019-02-19,19:24:00,Cash
534-53-3526,A,Yangon,2019-02-11,16:06:00,Ewallet
307-04-2070,A,Yangon,2019-02-05,14:14:00,Credit card
468-99-7231,C,Naypyitaw,2019-03-03,17:36:00,Cash
516-77-6464,C,Naypyitaw,2019-02-24,13:08:00,Ewallet
404-91-5964,A,Yangon,2019-02-04,16:09:00,Credit card
886-77-9084,C,Naypyitaw,2019-02-19,11:33:00,Ewallet
790-38-4466,C,Naypyitaw,2019-01-23,10:18:00,Credit card
704-10-4056,C,Naypyitaw,2019-01-14,10:55:00,Credit card
497-37-6538,A,Yangon,2019-01-17,15:15:00,Ewallet
651-96-5970,A,Yangon,2019-03-03,20:06:00,Credit card
400-80-4065,C,Naypyitaw,2019-02-15,20:21:00,Credit card
744-16-7898,B,Mandalay,2019-01-15,13:48:00,Credit card
263-12-5321,A,Yangon,2019-02-27,12:52:00,Credit card
702-72-0487,A,Yangon,2019-02-26,12:28:00,Credit card
605-83-1050,B,Mandalay,2019-03-15,16:26:00,Ewallet
443-60-9639,C,Naypyitaw,2019-01-24,13:24:00,Cash
864-24-7918,A,Yangon,2019-02-22,15:15:00,Cash
359-94-5395,B,Mandalay,2019-03-15,10:50:00,Credit card
401-09-4232,C,Naypyitaw,2019-02-11,18:38:00,Ewallet
751-15-6198,B,Mandalay,2019-01-12,16:45:00,Ewallet
324-41-6833,C,Naypyitaw,2019-03-03,19:30:00,Ewallet
474-33-8305,C,Naypyitaw,2019-03-23,13:23:00,Ewallet
759-29-9521,A,Yangon,2019-03-04,11:27:00,Cash
831-81-6575,B,Mandalay,2019-02-23,11:12:00,Cash
220-68-6701,A,Yangon,2019-03-17,16:36:00,Cash
618-34-8551,A,Yangon,2019-01-16,18:41:00,Credit card
257-60-7754,A,Yangon,2019-01-08,17:12:00,Cash
559-61-5987,B,Mandalay,2019-01-14,10:38:00,Cash
189-55-2313,C,Naypyitaw,2019-01-31,10:33:00,Ewallet
565-91-4567,B,Mandalay,2019-03-15,14:38:00,Ewallet
380-60-5336,A,Yangon,2019-02-24,18:06:00,Credit card
815-04-6282,C,Naypyitaw,2019-02-08,12:52:00,Credit card
674-56-6360,A,Yangon,2019-03-22,14:00:00,Cash
778-34-2523,A,Yangon,2019-01-24,10:57:00,Cash
499-27-7781,B,Mandalay,2019-03-14,16:45:00,Ewallet
477-59-2456,C,Naypyitaw,2019-01-23,11:15:00,Cash
832-51-6761,A,Yangon,2019-01-19,20:29:00,Ewallet
869-11-3082,B,Mandalay,2019-01-27,20:03:00,Credit card
190-59-3964,B,Mandalay,2019-02-03,14:35:00,Credit card
366-43-6862,B,Mandalay,2019-03-25,16:32:00,Ewallet
186-43-8965,A,Yangon,2019-02-24,10:10:00,Credit card
784-21-9238,C,Naypyitaw,2019-02-07,14:15:00,Cash
276-75-6884,A,Yangon,2019-03-04,10:05:00,Cash
109-86-4363,B,Mandalay,2019-02-14,11:36:00,Credit card
569-76-2760,A,Yangon,2019-01-29,18:15:00,Credit card
222-42-0244,B,Mandalay,2019-01-28,13:53:00,Credit card
760-53-9233,A,Yangon,2019-03-26,18:37:00,Credit card
538-22-0304,C,Naypyitaw,2019-03-24,18:27:00,Cash
416-17-9926,A,Yangon,2019-01-01,14:42:00,Credit card
237-44-6163,A,Yangon,2019-01-24,17:43:00,Cash
636-17-0325,B,Mandalay,2019-02-25,18:37:00,Cash
343-75-9322,B,Mandalay,2019-01-09,16:34:00,Cash
528-14-9470,A,Yangon,2019-02-14,14:42:00,Ewallet
427-45-9297,B,Mandalay,2019-03-12,11:01:00,Ewallet
807-34-3742,A,Yangon,2019-03-26,19:44:00,Cash
288-62-1085,A,Yangon,2019-01-09,13:34:00,Ewallet
670-71-7306,B,Mandalay,2019-01-02,20:08:00,Credit card
